Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Day],Item.[Item],D Base Forecast LC,D Base Forecast Quantity,D Base Forecast Supply Code,D Buff1 Forecast Quantity,D Buff2 Forecast Quantity,D Forecast Delivery Policy,D Forecast Early Capacity Layer Least,D Forecast Early Capacity Layer Max,D Forecast Fixed Stock Consumption Early Date,D Forecast Fixed Stock Consumption Late Date,D Forecast Force ICMP,D Forecast Is Fixed,D Forecast Is No Fair Share,D Forecast Late Capacity Layer Least,D Forecast Late Capacity Layer Max,D Forecast Quantity Policy,D Forecast Reduce Lead Time,D Is Stock Redevour Forecast
Baseline_v1,DC-Sao-Paulo-BR,Retail-APAC,2025-08-18,NK-METCON-GRN-L,173765.01,747,SUPP-05,87,27,Express,448,672,2025-08-12,2025-08-19,0,0,0,522,747,Capped,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-NA,2025-02-03,NK-JORDAN-BLU-XXL,204878.39,2240,SUPP-01,277,105,Standard,1344,2016,2025-01-30,2025-02-05,0,0,0,1568,2240,Capped,0,0
OP_Plan_2025,DC-Portland-OR,Wholesale-LATAM,2025-08-25,NK-ZOOM-PEGA-GLD-13,58410.43,287,SUPP-05,14,10,Standard,172,258,2025-08-21,2025-08-29,1,0,1,200,287,Fixed,0,0
Consensus_v2,DC-Memphis-TN,Wholesale-APAC,2025-04-07,NK-KD-RED-13,314067.07,2678,SUPP-05,294,78,Economy,1606,2410,2025-04-02,2025-04-08,1,1,0,1874,2678,Min-Max,0,0
Baseline_v1,DC-Dubai-UAE,DTC-eComm-NA,2025-02-10,NK-ALPHAFLY-BLK-13,62499.14,234,SUPP-04,29,13,Economy,140,210,2025-02-07,2025-02-13,0,0,0,163,234,Flexible,1,0
Baseline_v2,DC-Dubai-UAE,Wholesale-LATAM,2025-03-10,NK-LEBRON-RED-11,489979.72,2389,SUPP-02,337,155,Priority,1433,2150,2025-03-05,2025-03-14,0,0,0,1672,2389,Min-Max,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-APAC,2025-01-20,NK-CORTEZ-OGR-L,382495.38,2348,SUPP-04,284,82,Priority,1408,2113,2025-01-16,2025-01-22,0,1,1,1643,2348,Capped,0,0
Consensus_v2,DC-Portland-OR,Wholesale-NA,2025-06-09,NK-DUNK-BLU-S,97950.67,1155,SUPP-04,138,27,Priority,693,1039,2025-06-05,2025-06-13,0,1,1,808,1155,Min-Max,1,0
Baseline_v2,DC-Portland-OR,Retail-EMEA,2025-01-27,NK-KD-NVY-7,117667.39,541,SUPP-05,56,35,Standard,324,486,2025-01-23,2025-01-30,0,0,0,378,541,Min-Max,1,0
Consensus_v2,DC-Memphis-TN,DTC-eComm-NA,2025-09-01,NK-ALPHAFLY-GRN-12,372969.33,2835,SUPP-01,149,148,Priority,1701,2551,2025-08-28,2025-09-04,0,0,0,1984,2835,Capped,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-NA,2025-06-23,NK-REACT-GRY-XXL,167844.29,1927,SUPP-05,104,152,Express,1156,1734,2025-06-19,2025-06-27,0,1,1,1348,1927,Fixed,0,0
Consensus_v1,DC-Memphis-TN,Wholesale-MEA,2025-12-29,NK-REACT-OGR-8,168868.47,1808,SUPP-04,152,71,Standard,1084,1627,2025-12-26,2026-01-02,0,0,1,1265,1808,Min-Max,0,0
Baseline_v2,DC-Memphis-TN,Wholesale-LATAM,2025-03-03,NK-KD-GLD-9,87347.72,358,SUPP-01,52,23,Economy,214,322,2025-02-26,2025-03-04,0,0,0,250,358,Flexible,0,0
Consensus_v1,DC-Shanghai-CN,DTC-Stores-NA,2025-08-25,NK-REACT-OGR-S,85165.78,410,SUPP-04,35,31,Express,246,369,2025-08-19,2025-08-27,0,1,0,287,410,Capped,0,0
Baseline_v2,DC-Laakdal-BE,Retail-APAC,2025-01-06,NK-CORTEZ-GRY-12,133593.03,1196,SUPP-04,170,45,Economy,717,1076,2024-12-31,2025-01-09,0,0,0,837,1196,Min-Max,0,0
Baseline_v1,DC-Memphis-TN,DTC-Stores-EMEA,2025-08-04,NK-FREE-RN-RED-12,169139.42,784,SUPP-01,83,44,Economy,470,705,2025-07-31,2025-08-06,0,0,0,548,784,Capped,0,0
Consensus_v1,DC-Memphis-TN,Retail-APAC,2025-01-06,NK-AIR-FORCE-GLD-12,652972.9,2231,SUPP-05,195,143,Priority,1338,2007,2025-01-01,2025-01-10,0,0,0,1561,2231,Min-Max,0,1
Baseline_v1,DC-Portland-OR,DTC-Stores-NA,2025-09-22,NK-ZOOM-PEGA-BLK-12,107955.37,604,SUPP-02,37,30,Standard,362,543,2025-09-16,2025-09-24,0,0,0,422,604,Flexible,1,1
OP_Plan_2025,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-03-17,NK-BLAZER-GRY-XL,259226.74,1666,SUPP-01,159,86,Express,999,1499,2025-03-14,2025-03-19,0,0,1,1166,1666,Min-Max,0,0
OP_Plan_2025,DC-Portland-OR,Wholesale-NA,2025-08-25,NK-KD-BLU-7,63521.22,375,SUPP-05,32,9,Express,225,337,2025-08-22,2025-08-27,0,1,0,262,375,Capped,0,0
Consensus_v2,DC-Portland-OR,Wholesale-LATAM,2025-01-13,NK-ZOOM-PEGA-OGR-M,459865.71,1578,SUPP-01,149,90,Economy,946,1420,2025-01-07,2025-01-15,0,0,0,1104,1578,Flexible,1,0
Consensus_v2,DC-Laakdal-BE,DTC-eComm-NA,2025-06-16,NK-HUARACHE-PPL-13,248500.25,2819,SUPP-04,419,159,Express,1691,2537,2025-06-10,2025-06-18,0,0,0,1973,2819,Min-Max,0,0
Consensus_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-03-10,NK-REACT-PPL-13,306749.83,1978,SUPP-05,136,88,Standard,1186,1780,2025-03-05,2025-03-13,1,1,0,1384,1978,Min-Max,0,1
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-02-03,NK-LEBRON-PPL-L,513207.74,2119,SUPP-04,172,142,Priority,1271,1907,2025-01-31,2025-02-06,0,0,0,1483,2119,Fixed,0,0
Baseline_v1,DC-Dubai-UAE,Wholesale-APAC,2025-05-26,NK-METCON-GRN-L,77005.25,1235,SUPP-04,87,65,Economy,741,1111,2025-05-22,2025-05-30,1,0,0,864,1235,Flexible,0,0
Baseline_v2,DC-Memphis-TN,Retail-EMEA,2025-06-02,NK-FREE-RN-OGR-10,250320.28,1314,SUPP-04,157,31,Priority,788,1182,2025-05-28,2025-06-06,1,0,0,919,1314,Flexible,0,0
OP_Plan_2025,DC-Laakdal-BE,Retail-EMEA,2025-12-08,NK-VAPORFLY-NVY-9,707606.43,2691,SUPP-05,387,158,Standard,1614,2421,2025-12-03,2025-12-09,0,0,0,1883,2691,Min-Max,0,0
Consensus_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-09-01,NK-AIR-MAX-OGR-M,412644.32,2766,SUPP-02,350,127,Priority,1659,2489,2025-08-29,2025-09-04,0,1,1,1936,2766,Flexible,0,0
Baseline_v2,DC-Portland-OR,Retail-APAC,2025-12-22,NK-AIR-MAX-WHT-XXL,456813.91,1940,SUPP-05,229,126,Express,1164,1746,2025-12-16,2025-12-23,1,0,0,1358,1940,Capped,0,0
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2025-09-15,NK-AIR-MAX-WHT-11,249960.69,902,SUPP-04,53,65,Standard,541,811,2025-09-12,2025-09-18,1,1,1,631,902,Capped,1,0
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2025-02-24,NK-BLAZER-RED-13,359345.16,2450,SUPP-05,311,134,Standard,1470,2205,2025-02-19,2025-02-26,1,1,0,1715,2450,Flexible,1,0
OP_Plan_2025,DC-Sao-Paulo-BR,Retail-EMEA,2025-03-31,NK-ALPHAFLY-RED-12,637882.52,2588,SUPP-01,343,132,Standard,1552,2329,2025-03-26,2025-04-02,1,0,1,1811,2588,Capped,0,0
Consensus_v2,DC-Tokyo-JP,DTC-Stores-EMEA,2025-08-18,NK-AIR-FORCE-GLD-M,359272.07,1819,SUPP-05,208,36,Priority,1091,1637,2025-08-12,2025-08-22,0,0,0,1273,1819,Capped,1,0
Baseline_v2,DC-Sao-Paulo-BR,DTC-Stores-NA,2025-08-04,NK-DUNK-WHT-M,240179.8,1275,SUPP-04,180,82,Standard,765,1147,2025-07-29,2025-08-05,0,0,0,892,1275,Fixed,1,0
Consensus_v2,DC-Shanghai-CN,DTC-Stores-NA,2025-10-13,NK-CORTEZ-GRY-11,322270.69,1131,SUPP-04,85,61,Priority,678,1017,2025-10-08,2025-10-16,0,0,0,791,1131,Fixed,1,0
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-NA,2025-09-29,NK-CORTEZ-PPL-12,137764.07,465,SUPP-03,44,13,Economy,279,418,2025-09-25,2025-10-01,0,0,0,325,465,Flexible,0,0
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-09-22,NK-KD-WHT-XL,131631.49,1320,SUPP-02,79,88,Express,792,1188,2025-09-18,2025-09-23,1,0,0,923,1320,Fixed,0,0
Baseline_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-05-26,NK-DUNK-GRN-9,611781.46,2645,SUPP-01,200,59,Priority,1587,2380,2025-05-20,2025-05-30,0,0,0,1851,2645,Min-Max,0,0
Consensus_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-09-29,NK-REACT-RED-XXL,257323.51,1778,SUPP-03,176,63,Priority,1066,1600,2025-09-23,2025-10-01,0,0,0,1244,1778,Min-Max,0,0
Baseline_v1,DC-Memphis-TN,DTC-Stores-EMEA,2025-12-29,NK-KD-BLK-M,303771.68,1076,SUPP-04,117,78,Express,645,968,2025-12-26,2026-01-01,0,0,0,753,1076,Flexible,0,0
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2025-12-08,NK-TEE-PRO-GRY-XL,340242.27,1668,SUPP-04,206,113,Economy,1000,1501,2025-12-05,2025-12-09,0,0,0,1167,1668,Fixed,0,1
Consensus_v1,DC-Portland-OR,Retail-APAC,2025-01-20,NK-KD-GRY-9,404141.66,2297,SUPP-04,277,49,Express,1378,2067,2025-01-16,2025-01-24,0,1,0,1607,2297,Fixed,0,0
Baseline_v2,DC-Dubai-UAE,Wholesale-NA,2025-07-28,NK-AIR-FORCE-RED-12,54372.99,444,SUPP-05,51,31,Priority,266,399,2025-07-22,2025-07-29,0,1,0,310,444,Flexible,0,0
Baseline_v2,DC-Dubai-UAE,Retail-APAC,2025-12-22,NK-JORDAN-RED-8,124752.38,542,SUPP-05,42,35,Economy,325,487,2025-12-19,2025-12-24,0,1,0,379,542,Min-Max,1,0
Consensus_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-03-03,NK-BLAZER-GRN-13,222638.23,1027,SUPP-02,59,27,Standard,616,924,2025-02-26,2025-03-05,0,0,0,718,1027,Capped,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-MEA,2025-04-21,NK-AIR-FORCE-PPL-XL,30928.53,496,SUPP-02,31,24,Standard,297,446,2025-04-16,2025-04-22,1,0,0,347,496,Capped,1,0
OP_Plan_2025,DC-Portland-OR,Wholesale-NA,2025-09-22,NK-AIR-FORCE-BLK-M,90472.14,566,SUPP-01,31,32,Economy,339,509,2025-09-18,2025-09-23,0,1,1,396,566,Fixed,1,1
Consensus_v2,DC-Memphis-TN,Retail-EMEA,2025-07-28,NK-ALPHAFLY-GRN-M,211349.65,1233,SUPP-03,183,69,Express,739,1109,2025-07-25,2025-07-29,0,1,0,863,1233,Flexible,0,0
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-08-11,NK-CORTEZ-GLD-S,289239.25,1379,SUPP-02,125,85,Express,827,1241,2025-08-08,2025-08-14,0,0,0,965,1379,Capped,0,0
Baseline_v2,DC-Shanghai-CN,DTC-eComm-NA,2025-10-27,NK-FREE-RN-RED-XL,119256.65,1655,SUPP-03,100,112,Express,993,1489,2025-10-22,2025-10-28,0,0,0,1158,1655,Flexible,1,0
Consensus_v1,DC-Portland-OR,DTC-eComm-NA,2025-10-20,NK-LEBRON-GRY-M,293136.66,1190,SUPP-02,121,88,Priority,714,1071,2025-10-17,2025-10-22,0,0,0,833,1190,Capped,1,0
Consensus_v2,DC-Laakdal-BE,DTC-Stores-EMEA,2025-09-01,NK-TEE-PRO-WHT-XL,203958.55,1839,SUPP-05,102,112,Economy,1103,1655,2025-08-26,2025-09-05,1,0,0,1287,1839,Flexible,1,0
Consensus_v2,DC-Memphis-TN,Wholesale-MEA,2025-05-05,NK-CORTEZ-GRY-8,12849.63,199,SUPP-04,11,9,Express,119,179,2025-04-29,2025-05-06,0,0,0,139,199,Fixed,0,0
Baseline_v2,DC-Laakdal-BE,DTC-Stores-EMEA,2025-01-20,NK-HUARACHE-GLD-M,192255.67,2259,SUPP-05,292,114,Standard,1355,2033,2025-01-16,2025-01-24,0,0,1,1581,2259,Flexible,0,1
Baseline_v2,DC-Dubai-UAE,DTC-eComm-NA,2025-10-20,NK-ALPHAFLY-BLU-M,208586.77,1129,SUPP-03,69,70,Priority,677,1016,2025-10-14,2025-10-24,0,0,0,790,1129,Capped,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-MEA,2025-11-10,NK-DUNK-PPL-M,21554.51,95,SUPP-03,14,5,Standard,57,85,2025-11-05,2025-11-13,0,0,0,66,95,Flexible,1,0
Consensus_v2,DC-Laakdal-BE,Retail-APAC,2025-03-03,NK-KD-BLK-L,201228.3,1092,SUPP-01,74,54,Economy,655,982,2025-02-28,2025-03-05,0,0,0,764,1092,Min-Max,0,0
Consensus_v2,DC-Johannesburg-ZA,DTC-Stores-NA,2025-05-05,NK-ALPHAFLY-RED-7,82792.23,452,SUPP-05,53,16,Priority,271,406,2025-05-02,2025-05-09,0,0,0,316,452,Flexible,0,0
Consensus_v1,DC-Tokyo-JP,DTC-Stores-EMEA,2025-09-15,NK-VAPORFLY-WHT-M,99909.21,555,SUPP-01,41,29,Express,333,499,2025-09-12,2025-09-19,0,0,0,388,555,Capped,0,0
OP_Plan_2025,DC-Tokyo-JP,DTC-eComm-EMEA,2025-08-18,NK-CORTEZ-PPL-11,90272.92,594,SUPP-03,76,22,Standard,356,534,2025-08-12,2025-08-21,0,1,0,415,594,Min-Max,0,0
Baseline_v1,DC-Memphis-TN,Wholesale-MEA,2025-10-27,NK-DUNK-GRN-12,611192.33,2810,SUPP-01,144,198,Priority,1686,2529,2025-10-22,2025-10-28,0,0,1,1966,2810,Fixed,1,0
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-EMEA,2025-09-15,NK-JORDAN-GRY-12,245285.04,2832,SUPP-02,287,109,Economy,1699,2548,2025-09-11,2025-09-19,0,0,0,1982,2832,Fixed,0,0
Baseline_v2,DC-Portland-OR,Retail-EMEA,2025-02-24,NK-LEBRON-GLD-13,385691.92,2639,SUPP-01,348,164,Priority,1583,2375,2025-02-18,2025-02-26,0,1,0,1847,2639,Fixed,1,0
Baseline_v2,DC-Portland-OR,DTC-Stores-NA,2025-03-03,NK-DUNK-WHT-7,307529.44,2727,SUPP-02,191,166,Standard,1636,2454,2025-02-26,2025-03-07,0,1,0,1908,2727,Fixed,0,0
Baseline_v1,DC-Laakdal-BE,Wholesale-MEA,2025-07-28,NK-METCON-RED-L,745995.59,2933,SUPP-04,167,89,Economy,1759,2639,2025-07-23,2025-08-01,0,0,0,2053,2933,Capped,0,0
OP_Plan_2025,DC-Laakdal-BE,Retail-EMEA,2025-01-13,NK-AIR-FORCE-GRY-11,259437.3,1133,SUPP-03,124,57,Standard,679,1019,2025-01-07,2025-01-14,0,0,0,793,1133,Fixed,0,1
Consensus_v2,DC-Laakdal-BE,DTC-eComm-NA,2025-09-08,NK-BLAZER-BLK-7,438305.84,1541,SUPP-03,121,33,Priority,924,1386,2025-09-02,2025-09-12,1,0,0,1078,1541,Capped,1,0
Consensus_v2,DC-Johannesburg-ZA,Retail-EMEA,2025-11-03,NK-JORDAN-GLD-7,581019.52,2919,SUPP-02,390,192,Priority,1751,2627,2025-10-30,2025-11-06,0,1,0,2043,2919,Flexible,0,0
Consensus_v1,DC-Portland-OR,Retail-EMEA,2025-03-24,NK-METCON-OGR-12,365445.87,1659,SUPP-02,198,61,Priority,995,1493,2025-03-18,2025-03-25,0,0,1,1161,1659,Flexible,0,0
Baseline_v2,DC-Portland-OR,Wholesale-NA,2025-08-25,NK-JORDAN-WHT-XXL,275915.4,1461,SUPP-05,81,73,Economy,876,1314,2025-08-21,2025-08-29,1,0,0,1022,1461,Flexible,0,0
Baseline_v1,DC-Laakdal-BE,Retail-EMEA,2025-02-24,NK-HUARACHE-NVY-12,104283.33,821,SUPP-03,83,37,Express,492,738,2025-02-20,2025-02-27,1,1,0,574,821,Flexible,0,1
Consensus_v2,DC-Memphis-TN,DTC-eComm-NA,2025-03-17,NK-JORDAN-BLK-M,328067.84,1243,SUPP-03,99,75,Express,745,1118,2025-03-14,2025-03-19,0,0,0,870,1243,Min-Max,0,0
Baseline_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-04-28,NK-BLAZER-NVY-L,531511.81,2467,SUPP-01,300,140,Priority,1480,2220,2025-04-22,2025-04-30,0,0,0,1726,2467,Flexible,0,0
OP_Plan_2025,DC-Shanghai-CN,Retail-EMEA,2025-12-01,NK-ZOOM-PEGA-GLD-M,54491.65,861,SUPP-04,52,43,Express,516,774,2025-11-26,2025-12-02,0,0,0,602,861,Flexible,1,0
Consensus_v1,DC-Johannesburg-ZA,Wholesale-APAC,2025-10-13,NK-AIR-MAX-BLU-9,71672.38,313,SUPP-01,43,13,Priority,187,281,2025-10-10,2025-10-14,0,0,0,219,313,Fixed,0,0
Baseline_v1,DC-Laakdal-BE,Wholesale-APAC,2025-05-26,NK-FREE-RN-RED-M,129238.65,1035,SUPP-02,81,34,Standard,621,931,2025-05-21,2025-05-29,0,0,1,724,1035,Min-Max,0,0
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-EMEA,2025-12-01,NK-METCON-GRY-12,540241.38,2409,SUPP-04,196,121,Standard,1445,2168,2025-11-27,2025-12-04,0,0,0,1686,2409,Fixed,0,0
OP_Plan_2025,DC-Memphis-TN,DTC-eComm-NA,2025-10-27,NK-JORDAN-BLK-XL,73634.68,426,SUPP-01,23,17,Priority,255,383,2025-10-23,2025-10-30,0,0,0,298,426,Capped,0,0
OP_Plan_2025,DC-Portland-OR,Wholesale-LATAM,2025-08-18,NK-ZOOM-PEGA-NVY-7,18019.35,62,SUPP-02,8,4,Standard,37,55,2025-08-12,2025-08-21,0,1,0,43,62,Flexible,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-08-11,NK-ALPHAFLY-BLK-13,408276.64,1900,SUPP-05,104,149,Economy,1140,1710,2025-08-07,2025-08-12,0,0,1,1330,1900,Min-Max,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-LATAM,2025-11-24,NK-JORDAN-BLU-7,101052.81,1626,SUPP-03,172,79,Economy,975,1463,2025-11-19,2025-11-27,0,0,0,1138,1626,Fixed,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-Stores-NA,2025-04-14,NK-ZOOM-PEGA-BLK-11,63531.88,564,SUPP-03,75,28,Economy,338,507,2025-04-10,2025-04-17,0,0,0,394,564,Min-Max,0,1
OP_Plan_2025,DC-Dubai-UAE,Wholesale-APAC,2025-01-27,NK-AIR-MAX-NVY-13,604272.03,2702,SUPP-04,263,208,Standard,1621,2431,2025-01-21,2025-01-30,0,1,1,1891,2702,Min-Max,1,0
Baseline_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2025-09-08,NK-ALPHAFLY-BLU-10,571468.64,1921,SUPP-04,208,82,Express,1152,1728,2025-09-04,2025-09-10,0,0,0,1344,1921,Capped,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-LATAM,2025-08-11,NK-ALPHAFLY-GLD-S,205266.1,1047,SUPP-05,135,72,Standard,628,942,2025-08-08,2025-08-15,1,1,0,732,1047,Min-Max,0,0
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-NA,2025-03-03,NK-REACT-BLK-XXL,163358.66,1457,SUPP-05,151,34,Economy,874,1311,2025-02-26,2025-03-04,0,0,0,1019,1457,Min-Max,0,1
Consensus_v2,DC-Laakdal-BE,DTC-Stores-NA,2025-08-11,NK-VAPORFLY-GRY-7,243557.74,1720,SUPP-05,144,71,Priority,1032,1548,2025-08-05,2025-08-15,0,0,1,1204,1720,Capped,1,0
Consensus_v2,DC-Sao-Paulo-BR,Retail-APAC,2025-05-26,NK-METCON-OGR-L,121929.19,502,SUPP-02,42,38,Economy,301,451,2025-05-23,2025-05-28,0,1,1,351,502,Flexible,1,0
Consensus_v2,DC-Dubai-UAE,Wholesale-MEA,2025-12-08,NK-ALPHAFLY-GLD-10,150615.22,631,SUPP-02,50,24,Express,378,567,2025-12-02,2025-12-10,0,0,0,441,631,Capped,1,0
Consensus_v2,DC-Portland-OR,DTC-Stores-NA,2025-03-24,NK-DUNK-RED-10,202993.11,1697,SUPP-02,185,35,Economy,1018,1527,2025-03-20,2025-03-25,0,0,0,1187,1697,Min-Max,1,0
Baseline_v2,DC-Memphis-TN,Retail-EMEA,2025-03-24,NK-KD-BLK-7,183721.84,812,SUPP-05,91,54,Express,487,730,2025-03-21,2025-03-26,0,0,1,568,812,Flexible,0,0
Baseline_v1,DC-Johannesburg-ZA,Wholesale-NA,2025-08-25,NK-BLAZER-OGR-L,248084.08,1139,SUPP-05,96,37,Priority,683,1025,2025-08-21,2025-08-29,0,0,1,797,1139,Fixed,0,0
OP_Plan_2025,DC-Laakdal-BE,Retail-EMEA,2025-10-27,NK-JORDAN-NVY-11,547484.81,1988,SUPP-02,108,45,Economy,1192,1789,2025-10-24,2025-10-31,0,0,0,1391,1988,Flexible,1,0
Baseline_v1,DC-Tokyo-JP,Retail-APAC,2025-07-07,NK-KD-RED-11,84368.66,377,SUPP-04,52,27,Economy,226,339,2025-07-01,2025-07-10,0,0,1,263,377,Flexible,0,0
OP_Plan_2025,DC-Portland-OR,Wholesale-LATAM,2025-10-06,NK-JORDAN-RED-11,533324.15,2194,SUPP-02,265,154,Economy,1316,1974,2025-10-02,2025-10-10,0,1,0,1535,2194,Capped,0,0
Consensus_v1,DC-Laakdal-BE,Retail-EMEA,2025-08-04,NK-CORTEZ-RED-8,212959.53,1828,SUPP-01,177,115,Express,1096,1645,2025-08-01,2025-08-08,1,0,0,1279,1828,Fixed,1,0
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2025-08-25,NK-HUARACHE-GLD-S,487630.71,1948,SUPP-01,285,46,Priority,1168,1753,2025-08-19,2025-08-26,0,0,0,1363,1948,Min-Max,0,0
Baseline_v2,DC-Portland-OR,Retail-EMEA,2025-04-21,NK-VAPORFLY-BLU-10,64368.25,687,SUPP-04,45,37,Priority,412,618,2025-04-16,2025-04-25,0,0,1,480,687,Flexible,0,0
Consensus_v1,DC-Johannesburg-ZA,Retail-EMEA,2025-07-21,NK-VAPORFLY-BLK-8,89504.45,381,SUPP-04,45,11,Standard,228,342,2025-07-15,2025-07-22,0,1,1,266,381,Fixed,1,0
Baseline_v2,DC-Laakdal-BE,Retail-APAC,2025-06-09,NK-REACT-GLD-XL,676942.98,2742,SUPP-01,207,116,Express,1645,2467,2025-06-04,2025-06-13,0,0,0,1919,2742,Min-Max,0,0
Consensus_v2,DC-Dubai-UAE,DTC-eComm-NA,2025-06-16,NK-CORTEZ-OGR-9,432663.83,2619,SUPP-04,376,152,Priority,1571,2357,2025-06-10,2025-06-18,1,0,0,1833,2619,Fixed,0,0
Consensus_v2,DC-Memphis-TN,DTC-Stores-NA,2025-05-12,NK-REACT-WHT-XL,49832.11,173,SUPP-02,17,10,Priority,103,155,2025-05-07,2025-05-15,0,1,0,121,173,Capped,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-MEA,2025-11-24,NK-KD-GRY-S,387825.23,1545,SUPP-02,126,85,Economy,927,1390,2025-11-19,2025-11-27,0,0,0,1081,1545,Min-Max,1,0
Consensus_v2,DC-Johannesburg-ZA,Retail-APAC,2025-11-10,NK-LEBRON-BLK-10,108828.53,1547,SUPP-02,142,69,Priority,928,1392,2025-11-07,2025-11-11,0,0,0,1082,1547,Flexible,0,1
Consensus_v1,DC-Shanghai-CN,DTC-eComm-NA,2025-11-24,NK-AIR-MAX-BLU-12,151622.38,2458,SUPP-05,294,155,Economy,1474,2212,2025-11-18,2025-11-28,0,0,0,1720,2458,Min-Max,1,0
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2025-05-05,NK-JORDAN-PPL-13,175246.13,2485,SUPP-03,181,49,Economy,1491,2236,2025-05-01,2025-05-06,0,0,0,1739,2485,Capped,1,0
Baseline_v1,DC-Tokyo-JP,DTC-eComm-EMEA,2025-04-28,NK-KD-BLU-7,261997.38,1783,SUPP-05,142,114,Standard,1069,1604,2025-04-23,2025-05-01,0,0,0,1248,1783,Fixed,0,0
Baseline_v2,DC-Tokyo-JP,Wholesale-NA,2025-05-05,NK-JORDAN-RED-XL,444704.16,2319,SUPP-04,133,129,Priority,1391,2087,2025-05-01,2025-05-07,0,0,0,1623,2319,Capped,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-MEA,2025-05-19,NK-AIR-MAX-NVY-13,144717.26,982,SUPP-05,127,33,Priority,589,883,2025-05-13,2025-05-22,0,0,0,687,982,Fixed,0,0
Consensus_v1,DC-Shanghai-CN,Retail-EMEA,2025-05-19,NK-FREE-RN-RED-9,150925.42,1123,SUPP-01,87,69,Priority,673,1010,2025-05-13,2025-05-21,0,0,0,786,1123,Capped,0,1
Baseline_v2,DC-Memphis-TN,Retail-APAC,2025-03-17,NK-CAP-LEGACY-WHT,215796.28,2676,SUPP-05,284,130,Priority,1605,2408,2025-03-11,2025-03-21,0,1,1,1873,2676,Fixed,1,0
Baseline_v1,DC-Laakdal-BE,Wholesale-APAC,2025-07-28,NK-VAPORFLY-RED-12,268025.32,1823,SUPP-04,151,113,Express,1093,1640,2025-07-25,2025-07-31,0,0,0,1276,1823,Flexible,0,1
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-10-13,NK-JORDAN-WHT-13,335446.69,1522,SUPP-05,159,55,Priority,913,1369,2025-10-07,2025-10-15,0,0,1,1065,1522,Flexible,1,0
Baseline_v2,DC-Johannesburg-ZA,Wholesale-NA,2025-07-07,NK-ALPHAFLY-NVY-13,628720.51,2684,SUPP-02,289,185,Standard,1610,2415,2025-07-04,2025-07-10,0,0,0,1878,2684,Fixed,1,0
Baseline_v1,DC-Dubai-UAE,DTC-eComm-NA,2025-06-02,NK-DUNK-BLK-7,69613.48,332,SUPP-02,25,19,Priority,199,298,2025-05-29,2025-06-03,0,0,1,232,332,Fixed,0,0
Baseline_v2,DC-Dubai-UAE,Wholesale-MEA,2025-08-25,NK-JORDAN-NVY-10,237716.47,2119,SUPP-02,124,84,Express,1271,1907,2025-08-19,2025-08-29,0,1,0,1483,2119,Capped,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2025-04-07,NK-AIR-FORCE-BLK-XXL,101187.44,384,SUPP-02,48,7,Economy,230,345,2025-04-03,2025-04-09,0,0,0,268,384,Min-Max,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-NA,2025-11-10,NK-ALPHAFLY-WHT-12,577739.95,2647,SUPP-04,245,118,Standard,1588,2382,2025-11-06,2025-11-11,0,0,1,1852,2647,Capped,0,1
