Supplier.[Supplier Location],Version.[Version Name],Activity2.[Activity2],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast,W Procurement Forecast From Purchase Orders,W Procurement Forecast Infinite Node,W Procurement Forecast Non Infinite Node,W Procurement Forecast Override,W Procurement Forecast within Lead Time For Starts,W Procurement Total Requirements,W Published Procurement Forecast
SUP-China-SHH,Consensus_v2,Replenishment,DC-Laakdal-BE,2025-W01,NK-KD-15-GLD-11,725,481,455,270,55,277,859,780
SUP-Mexico-MTY,Consensus_v2,Make-to-Stock,DC-Dubai-UAE,2025-W10,NK-SHORT-DRI-NVY-L,1192,572,837,355,80,792,1341,1272
SUP-India-CHN,Consensus_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W36,NK-AIR-HUARACHE-BLK-10,1102,819,664,438,24,542,1239,1126
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Dubai-UAE,2025-W16,NK-ZOOM-PEGA-GRY-10,4006,1814,2834,1172,312,1619,4304,4318
SUP-Cambodia-PNH,Consensus_v1,Seasonal-Build,DC-Portland-OR,2025-W03,NK-KD-15-GLD-11,864,604,594,270,67,517,985,931
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Stock,DC-Sao-Paulo-BR,2025-W12,NK-AIR-MAX-90-NVY-8,2240,1305,1583,657,186,1262,2469,2426
SUP-Bangladesh-DAC,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W09,NK-JORDAN-1-WHT-10,3307,1774,2684,623,190,2295,3595,3497
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Portland-OR,2025-W43,NK-AIR-FORCE-1-WHT-9,4860,3785,4149,711,104,2690,5657,4964
SUP-India-CHN,Consensus_v2,Replenishment,DC-Shanghai-CN,2025-W17,NK-AIR-MAX-90-NVY-8,1043,592,852,191,48,537,1250,1091
SUP-China-GZH,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W09,NK-SPORTS-BRA-INDY-M,2085,1414,1824,261,113,1266,2217,2198
SUP-Vietnam-HCM,OP_Plan_2025,Replenishment,DC-Shanghai-CN,2025-W01,NK-SHORT-DRI-NVY-L,2683,1089,1625,1058,137,1420,3189,2820
SUP-Cambodia-PNH,Baseline_v2,Seasonal-Build,DC-Shanghai-CN,2025-W50,NK-AIR-HUARACHE-BLK-10,3925,3095,2694,1231,119,1851,4300,4044
SUP-Cambodia-PNH,Consensus_v2,Make-to-Stock,DC-Laakdal-BE,2025-W26,NK-ZOOM-PEGA-GRY-10,1445,960,741,704,12,603,1707,1457
SUP-India-CHN,Consensus_v2,Replenishment,DC-Memphis-TN,2025-W44,NK-SOCK-PERF-3PK-L,1518,1001,1197,321,130,744,1820,1648
SUP-China-SHH,OP_Plan_2025,Make-to-Stock,DC-Sao-Paulo-BR,2025-W41,NK-SOCK-PERF-3PK-L,1949,789,1168,781,140,1055,2314,2089
SUP-Vietnam-HCM,Baseline_v1,Replenishment,DC-Portland-OR,2025-W50,NK-LEBRON-20-BLK-12,4323,3443,2669,1654,307,1496,4802,4630
SUP-Indonesia-JKT,OP_Plan_2025,Seasonal-Build,DC-Tokyo-JP,2025-W33,NK-JORDAN-1-WHT-10,4539,2773,3605,934,380,3085,5357,4919
SUP-India-CHN,Consensus_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W18,NK-LEGGING-EPIC-BLK-S,3394,2685,2685,709,218,1473,3581,3612
SUP-Mexico-MTY,Baseline_v2,Make-to-Stock,DC-Memphis-TN,2025-W38,NK-AIR-MAX-90-NVY-8,2982,1397,1803,1179,147,1393,3479,3129
SUP-Mexico-MTY,OP_Plan_2025,Safety-Stock-Build,DC-Dubai-UAE,2025-W18,NK-CAP-LEGACY-WHT,1242,851,804,438,34,462,1407,1276
SUP-China-SHH,Baseline_v1,Replenishment,DC-Shanghai-CN,2025-W32,NK-FREE-RN-5-BLU-9,3702,1629,2913,789,251,2341,3910,3953
SUP-Mexico-MTY,Consensus_v1,Make-to-Stock,DC-Memphis-TN,2025-W34,NK-SHORT-DRI-NVY-L,4824,3686,3628,1196,279,2161,5078,5103
SUP-Mexico-MTY,Baseline_v1,Seasonal-Build,DC-Portland-OR,2025-W27,NK-REACT-INF-RD-11,788,382,403,385,34,323,930,822
SUP-Cambodia-PNH,Baseline_v2,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W23,NK-JACKET-WIND-RED-XL,2978,1962,2307,671,231,1264,3380,3209
SUP-Mexico-MTY,Consensus_v2,Seasonal-Build,DC-Shanghai-CN,2025-W15,NK-ZOOM-PEGA-GRY-10,3977,2576,2120,1857,327,2270,4294,4304
SUP-China-SHH,Baseline_v2,Safety-Stock-Build,DC-Shanghai-CN,2025-W11,NK-DUNK-LOW-GRN-9,1495,903,1010,485,76,850,1656,1571
SUP-Indonesia-JKT,Consensus_v2,Safety-Stock-Build,DC-Tokyo-JP,2025-W45,NK-CAP-LEGACY-WHT,3832,2555,2274,1558,225,2024,4301,4057
SUP-Cambodia-PNH,Baseline_v1,Seasonal-Build,DC-Sao-Paulo-BR,2025-W20,NK-AIR-FORCE-1-WHT-9,726,508,402,324,4,501,866,730
SUP-China-SHH,Baseline_v1,Replenishment,DC-Dubai-UAE,2025-W48,NK-REACT-INF-RD-11,2529,1851,2226,303,160,1116,2884,2689
SUP-Indonesia-JKT,OP_Plan_2025,Safety-Stock-Build,DC-Portland-OR,2025-W17,NK-SHORT-DRI-NVY-L,1759,910,903,856,143,844,1932,1902
SUP-India-CHN,Consensus_v1,Replenishment,DC-Laakdal-BE,2025-W31,NK-SHORT-DRI-NVY-L,4508,3510,2970,1538,97,2026,4958,4605
SUP-Mexico-MTY,Consensus_v1,Make-to-Order,DC-Laakdal-BE,2025-W31,NK-AIR-HUARACHE-BLK-10,354,232,285,69,26,231,410,380
SUP-Cambodia-PNH,Consensus_v2,Make-to-Order,DC-Laakdal-BE,2025-W16,NK-JORDAN-1-WHT-10,2200,1372,1477,723,212,1191,2557,2412
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Stock,DC-Memphis-TN,2025-W28,NK-LEGGING-EPIC-BLK-S,1539,972,894,645,41,772,1841,1580
SUP-China-GZH,Baseline_v2,Replenishment,DC-Laakdal-BE,2025-W46,NK-KD-15-GLD-11,4489,2319,3254,1235,44,3002,4808,4533
SUP-Cambodia-PNH,OP_Plan_2025,Safety-Stock-Build,DC-Shanghai-CN,2025-W34,NK-TEE-PRO-BLK-M,1965,806,1487,478,175,1285,2269,2140
SUP-Indonesia-JKT,Consensus_v1,Seasonal-Build,DC-Tokyo-JP,2025-W16,NK-SPORTS-BRA-INDY-M,1101,802,953,148,59,650,1176,1160
SUP-Bangladesh-DAC,Consensus_v2,Replenishment,DC-Sao-Paulo-BR,2025-W39,NK-ZOOM-PEGA-GRY-10,3810,2291,3267,543,356,2373,4363,4166
SUP-Mexico-MTY,Baseline_v1,Make-to-Order,DC-Shanghai-CN,2025-W51,NK-BACKPACK-BRSLA-BLK,3238,2044,1954,1284,294,998,3568,3532
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Portland-OR,2025-W49,NK-ZOOM-PEGA-GRY-10,3321,1743,2122,1199,161,2296,3967,3482
SUP-Bangladesh-DAC,Consensus_v2,Make-to-Stock,DC-Laakdal-BE,2025-W03,NK-AIR-FORCE-1-WHT-9,1007,794,752,255,98,438,1163,1105
SUP-Cambodia-PNH,Baseline_v1,Make-to-Order,DC-Dubai-UAE,2025-W32,NK-KD-15-GLD-11,1004,507,516,488,70,498,1068,1074
