Version.[Version Name],Location.[Location],Item.[Item],12W Accuracy,12W MAPE,4W Accuracy,4W MAPE,8W Accuracy,8W MAPE
Baseline_v2,DC-Tokyo-JP,NK-FREE-RN-GLD-12,66.32%,43.04%,78.30%,32.64%,70.75%,47.85%
Consensus_v2,DC-Portland-OR,NK-ZOOM-PEGA-OGR-10,51.30%,60.00%,94.64%,6.50%,80.17%,26.80%
Baseline_v1,DC-Tokyo-JP,NK-DUNK-NVY-12,58.67%,57.14%,77.42%,39.22%,66.79%,44.10%
Consensus_v2,DC-Laakdal-BE,NK-LEBRON-BLK-7,59.92%,58.94%,90.93%,11.11%,74.25%,37.05%
Baseline_v1,DC-Dubai-UAE,NK-ALPHAFLY-GRY-13,69.96%,51.01%,94.52%,6.86%,85.98%,20.87%
OP_Plan_2025,DC-Dubai-UAE,NK-LEBRON-GLD-12,71.35%,51.42%,85.45%,26.16%,73.85%,43.12%
Baseline_v2,DC-Tokyo-JP,NK-DUNK-GLD-13,78.26%,33.62%,93.98%,9.64%,63.54%,58.13%
Baseline_v2,DC-Memphis-TN,NK-HUARACHE-PPL-8,75.79%,33.10%,84.52%,20.01%,68.53%,51.72%
Baseline_v1,DC-Portland-OR,NK-CORTEZ-WHT-11,59.90%,60.00%,88.66%,19.79%,68.13%,55.62%
OP_Plan_2025,DC-Dubai-UAE,NK-DUNK-WHT-12,52.57%,60.00%,80.96%,33.60%,73.10%,41.23%
Baseline_v1,DC-Sao-Paulo-BR,NK-ALPHAFLY-WHT-10,51.91%,60.00%,77.84%,32.21%,82.45%,31.31%
Baseline_v1,DC-Memphis-TN,NK-AIR-FORCE-GRY-7,72.21%,36.13%,92.07%,12.91%,77.08%,28.73%
Baseline_v2,DC-Shanghai-CN,NK-CORTEZ-WHT-8,68.10%,41.00%,81.59%,25.96%,84.33%,19.99%
Baseline_v1,DC-Sao-Paulo-BR,NK-HUARACHE-RED-9,65.75%,52.02%,94.43%,9.61%,67.91%,38.67%
Consensus_v2,DC-Sao-Paulo-BR,NK-BLAZER-GRY-10,75.16%,35.43%,74.46%,43.23%,73.32%,33.17%
Consensus_v2,DC-Dubai-UAE,NK-LEBRON-GLD-13,60.57%,57.91%,85.79%,17.55%,82.21%,25.43%
Consensus_v1,DC-Laakdal-BE,NK-CORTEZ-WHT-10,66.10%,50.13%,85.84%,22.15%,71.49%,49.68%
Baseline_v2,DC-Johannesburg-ZA,NK-ALPHAFLY-GLD-9,51.59%,60.00%,86.56%,16.56%,68.32%,53.14%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-TEE-PRO-WHT-S,59.91%,60.00%,79.97%,24.27%,83.46%,21.27%
Baseline_v1,DC-Dubai-UAE,NK-ZOOM-PEGA-RED-12,70.73%,43.96%,84.54%,19.02%,81.38%,27.98%
Consensus_v1,DC-Memphis-TN,NK-LEBRON-BLK-11,76.17%,36.72%,86.00%,20.16%,78.77%,30.51%
Consensus_v2,DC-Tokyo-JP,NK-REACT-GRN-11,59.24%,60.00%,75.54%,41.00%,82.42%,23.61%
Baseline_v2,DC-Dubai-UAE,NK-VAPORFLY-GLD-10,58.79%,60.00%,80.80%,24.85%,78.71%,32.40%
Baseline_v1,DC-Dubai-UAE,NK-METCON-GLD-11,59.49%,60.00%,79.96%,33.03%,84.02%,22.78%
OP_Plan_2025,DC-Johannesburg-ZA,NK-METCON-BLU-8,63.85%,46.50%,94.77%,8.35%,81.07%,27.13%
Baseline_v1,DC-Sao-Paulo-BR,NK-AIR-MAX-BLK-11,72.91%,38.91%,89.47%,18.03%,87.29%,17.28%
OP_Plan_2025,DC-Dubai-UAE,NK-DUNK-BLU-9,60.47%,54.31%,72.02%,43.65%,69.39%,52.91%
Consensus_v1,DC-Sao-Paulo-BR,NK-AIR-FORCE-WHT-7,50.54%,60.00%,75.87%,35.11%,73.99%,31.54%
Baseline_v1,DC-Laakdal-BE,NK-JORDAN-GLD-10,69.94%,51.23%,76.12%,30.14%,63.35%,53.56%
Consensus_v1,DC-Portland-OR,NK-BLAZER-GRY-13,65.59%,48.63%,88.42%,16.92%,69.66%,37.32%
Consensus_v2,DC-Memphis-TN,NK-AIR-MAX-RED-7,53.32%,60.00%,77.80%,32.16%,64.14%,56.08%
Baseline_v2,DC-Johannesburg-ZA,NK-AIR-FORCE-BLK-12,54.41%,60.00%,79.40%,27.76%,62.23%,50.65%
Consensus_v2,DC-Portland-OR,NK-BLAZER-PPL-7,73.65%,36.64%,78.85%,25.82%,62.97%,45.02%
Baseline_v1,DC-Sao-Paulo-BR,NK-JORDAN-NVY-8,58.10%,60.00%,88.54%,19.81%,78.63%,26.51%
Consensus_v2,DC-Johannesburg-ZA,NK-REACT-GRY-13,77.56%,29.94%,89.95%,14.06%,70.38%,45.46%
OP_Plan_2025,DC-Dubai-UAE,NK-VAPORFLY-GLD-10,68.64%,38.97%,92.09%,11.54%,72.73%,45.23%
Baseline_v1,DC-Portland-OR,NK-REACT-BLK-11,69.10%,45.01%,89.21%,17.86%,86.78%,16.29%
Baseline_v1,DC-Memphis-TN,NK-AIR-FORCE-GRY-11,73.61%,43.81%,84.94%,22.40%,64.72%,55.30%
Consensus_v1,DC-Dubai-UAE,NK-CORTEZ-GRY-10,62.22%,57.65%,87.15%,20.22%,74.86%,33.36%
Consensus_v2,DC-Johannesburg-ZA,NK-METCON-BLK-12,59.91%,60.00%,89.25%,16.19%,64.73%,60.00%
OP_Plan_2025,DC-Johannesburg-ZA,NK-HUARACHE-GRN-8,66.79%,50.68%,76.38%,41.68%,75.55%,43.97%
Consensus_v2,DC-Dubai-UAE,NK-JORDAN-GRY-10,78.99%,36.57%,86.49%,23.06%,69.72%,42.78%
OP_Plan_2025,DC-Memphis-TN,NK-JORDAN-GRY-7,50.32%,60.00%,78.60%,28.03%,71.85%,48.89%
Consensus_v1,DC-Memphis-TN,NK-LEGGING-EPIC-WHT-L,74.86%,39.61%,73.73%,45.65%,82.87%,21.99%
Baseline_v2,DC-Portland-OR,NK-BLAZER-OGR-11,65.17%,45.85%,88.10%,18.18%,77.85%,27.79%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-OGR-11,77.88%,36.48%,92.96%,10.16%,67.40%,51.81%
Baseline_v2,DC-Portland-OR,NK-FREE-RN-PPL-13,79.73%,34.96%,75.22%,34.91%,72.13%,42.00%
Consensus_v2,DC-Memphis-TN,NK-KD-GRN-9,70.92%,49.53%,78.69%,33.44%,85.47%,25.82%
Consensus_v1,DC-Sao-Paulo-BR,NK-REACT-OGR-11,80.70%,28.30%,89.08%,14.55%,71.58%,40.32%
Baseline_v1,DC-Shanghai-CN,NK-FREE-RN-NVY-9,66.91%,45.48%,75.86%,35.04%,74.61%,34.37%
Consensus_v2,DC-Tokyo-JP,NK-AIR-FORCE-WHT-7,60.20%,60.00%,82.55%,31.23%,72.20%,39.40%
Baseline_v2,DC-Portland-OR,NK-DUNK-PPL-11,68.07%,47.32%,93.49%,9.49%,76.01%,35.21%
Baseline_v1,DC-Laakdal-BE,NK-BLAZER-WHT-11,58.29%,51.80%,83.79%,26.38%,72.99%,42.97%
Baseline_v1,DC-Portland-OR,NK-HUARACHE-WHT-9,78.00%,34.51%,76.71%,30.49%,62.36%,60.00%
OP_Plan_2025,DC-Memphis-TN,NK-DUNK-GLD-8,62.41%,50.21%,80.12%,25.57%,86.04%,17.62%
Consensus_v2,DC-Johannesburg-ZA,NK-VAPORFLY-OGR-12,75.96%,41.53%,94.81%,6.34%,65.34%,46.27%
OP_Plan_2025,DC-Laakdal-BE,NK-CORTEZ-GRN-9,51.59%,60.00%,89.12%,13.92%,65.46%,41.91%
Baseline_v2,DC-Portland-OR,NK-AIR-MAX-WHT-8,59.19%,60.00%,84.38%,24.96%,65.02%,53.62%
Baseline_v1,DC-Memphis-TN,NK-DUNK-WHT-11,57.75%,60.00%,72.86%,37.21%,67.08%,39.72%
Baseline_v1,DC-Johannesburg-ZA,NK-JORDAN-GRN-13,66.78%,59.41%,78.16%,37.36%,66.30%,55.22%
Consensus_v1,DC-Shanghai-CN,NK-HUARACHE-GLD-12,65.75%,49.20%,91.70%,12.36%,82.36%,22.70%
Baseline_v1,DC-Tokyo-JP,NK-SHORT-DRI-WHT-S,78.07%,37.74%,77.27%,34.46%,73.74%,40.64%
Baseline_v2,DC-Tokyo-JP,NK-CORTEZ-NVY-8,59.12%,60.00%,78.01%,35.92%,70.36%,48.46%
Consensus_v1,DC-Shanghai-CN,NK-FREE-RN-GRY-8,72.56%,36.66%,79.80%,32.85%,63.24%,53.10%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-VAPORFLY-GRN-9,65.12%,56.47%,85.51%,20.46%,74.54%,39.67%
Baseline_v2,DC-Johannesburg-ZA,NK-CORTEZ-NVY-11,75.41%,32.49%,76.92%,27.78%,69.82%,49.77%
OP_Plan_2025,DC-Memphis-TN,NK-AIR-FORCE-PPL-8,57.04%,51.78%,93.09%,11.22%,80.78%,24.04%
Baseline_v2,DC-Dubai-UAE,NK-DUNK-GRY-8,71.49%,37.56%,83.71%,23.78%,71.80%,45.81%
Consensus_v2,DC-Laakdal-BE,NK-LEBRON-GRN-13,81.56%,23.11%,80.08%,33.91%,63.74%,60.00%
Consensus_v1,DC-Johannesburg-ZA,NK-JORDAN-WHT-10,76.66%,37.89%,85.71%,22.68%,81.70%,23.26%
Consensus_v2,DC-Memphis-TN,NK-DUNK-OGR-11,54.31%,60.00%,75.59%,39.88%,80.77%,30.76%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-FREE-RN-PPL-8,77.26%,34.44%,88.04%,17.98%,62.67%,60.00%
Consensus_v2,DC-Johannesburg-ZA,NK-VAPORFLY-GLD-7,68.14%,45.84%,94.12%,9.00%,82.71%,21.20%
Baseline_v2,DC-Memphis-TN,NK-ZOOM-PEGA-OGR-10,77.37%,35.13%,82.84%,29.53%,69.58%,38.85%
OP_Plan_2025,DC-Laakdal-BE,NK-REACT-BLK-10,53.34%,60.00%,94.52%,8.92%,74.82%,43.16%
Baseline_v1,DC-Johannesburg-ZA,NK-REACT-RED-12,80.39%,27.53%,88.30%,14.98%,83.17%,26.32%
Baseline_v2,DC-Memphis-TN,NK-JORDAN-OGR-11,70.66%,50.09%,81.95%,30.51%,67.10%,43.52%
Consensus_v2,DC-Tokyo-JP,NK-REACT-PPL-13,67.40%,41.08%,78.46%,37.61%,69.91%,44.23%
Consensus_v2,DC-Portland-OR,NK-REACT-GRN-7,68.98%,51.30%,82.02%,27.57%,72.53%,36.43%
Consensus_v2,DC-Portland-OR,NK-LEBRON-NVY-8,76.97%,34.29%,88.83%,15.13%,66.56%,53.99%
Consensus_v2,DC-Shanghai-CN,NK-VAPORFLY-WHT-7,68.84%,52.16%,76.97%,29.41%,70.12%,45.07%
Consensus_v2,DC-Johannesburg-ZA,NK-AIR-FORCE-GLD-7,55.76%,60.00%,75.69%,38.62%,86.17%,17.88%
Baseline_v2,DC-Sao-Paulo-BR,NK-JORDAN-NVY-10,58.80%,60.00%,73.76%,33.16%,74.87%,39.33%
OP_Plan_2025,DC-Shanghai-CN,NK-HUARACHE-RED-13,68.47%,54.36%,89.25%,14.28%,83.70%,23.68%
Baseline_v2,DC-Shanghai-CN,NK-KD-GRY-9,51.79%,60.00%,78.82%,32.84%,72.94%,48.21%
Consensus_v1,DC-Memphis-TN,NK-KD-BLU-9,79.18%,36.85%,72.07%,37.59%,70.42%,52.64%
Baseline_v1,DC-Laakdal-BE,NK-JACKET-WIND-BLK-M,67.50%,42.65%,92.84%,12.82%,71.10%,39.20%
Baseline_v2,DC-Sao-Paulo-BR,NK-BLAZER-GRY-10,62.63%,60.00%,75.74%,35.05%,83.61%,26.17%
Consensus_v1,DC-Laakdal-BE,NK-ALPHAFLY-OGR-13,56.23%,60.00%,75.82%,31.19%,77.00%,36.67%
Baseline_v2,DC-Shanghai-CN,NK-BLAZER-GRN-9,73.57%,38.97%,87.37%,20.76%,73.65%,46.44%
Consensus_v1,DC-Memphis-TN,NK-BACKPACK-BRSLA-WHT,56.84%,52.77%,85.62%,24.84%,71.28%,39.63%
Consensus_v1,DC-Sao-Paulo-BR,NK-BLAZER-GRY-7,69.08%,52.60%,90.43%,11.89%,79.91%,26.21%
Consensus_v1,DC-Sao-Paulo-BR,NK-DUNK-GRN-8,68.92%,43.17%,77.92%,33.98%,75.86%,30.97%
Baseline_v2,DC-Tokyo-JP,NK-AIR-MAX-PPL-12,71.62%,50.40%,92.17%,12.57%,71.28%,43.30%
Baseline_v1,DC-Shanghai-CN,NK-ZOOM-PEGA-NVY-9,51.62%,60.00%,76.45%,40.86%,62.81%,60.00%
Consensus_v1,DC-Tokyo-JP,NK-ALPHAFLY-RED-8,50.50%,60.00%,85.03%,19.31%,74.20%,43.83%
Consensus_v1,DC-Memphis-TN,NK-HUARACHE-GRY-11,66.96%,41.02%,73.97%,32.71%,68.95%,49.00%
Baseline_v1,DC-Memphis-TN,NK-AIR-MAX-RED-9,59.96%,59.83%,77.96%,28.06%,86.50%,19.93%
OP_Plan_2025,DC-Memphis-TN,NK-LEGGING-EPIC-GRY-S,69.18%,54.31%,87.06%,21.76%,87.69%,17.33%
Baseline_v1,DC-Tokyo-JP,NK-DUNK-GRN-10,51.07%,60.00%,89.36%,13.33%,84.39%,26.34%
Baseline_v2,DC-Dubai-UAE,NK-JORDAN-NVY-9,80.91%,33.94%,78.92%,28.14%,76.35%,33.45%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-LEBRON-RED-13,76.21%,42.76%,84.22%,22.81%,69.12%,39.49%
Baseline_v1,DC-Tokyo-JP,NK-VAPORFLY-BLU-11,74.62%,32.06%,83.65%,23.36%,73.44%,39.37%
OP_Plan_2025,DC-Dubai-UAE,NK-REACT-WHT-10,60.06%,60.00%,90.27%,11.90%,70.64%,43.52%
OP_Plan_2025,DC-Laakdal-BE,NK-LEBRON-GLD-8,81.02%,26.41%,94.84%,6.42%,63.20%,51.96%
Consensus_v2,DC-Portland-OR,NK-AIR-FORCE-BLU-12,77.54%,39.79%,72.55%,47.72%,75.51%,36.25%
Consensus_v2,DC-Laakdal-BE,NK-METCON-GLD-7,64.06%,59.22%,92.16%,13.77%,75.75%,40.07%
Baseline_v1,DC-Dubai-UAE,NK-AIR-MAX-WHT-8,78.87%,31.80%,72.80%,47.15%,78.68%,33.81%
Baseline_v2,DC-Johannesburg-ZA,NK-LEBRON-NVY-10,64.30%,48.32%,89.08%,19.33%,86.44%,19.38%
Baseline_v1,DC-Memphis-TN,NK-DUNK-BLU-11,52.70%,60.00%,90.08%,12.63%,65.03%,46.26%
Baseline_v2,DC-Laakdal-BE,NK-CORTEZ-BLK-7,69.50%,43.33%,79.98%,34.39%,84.21%,19.16%
Consensus_v2,DC-Laakdal-BE,NK-FREE-RN-NVY-11,52.30%,60.00%,76.11%,39.53%,63.24%,60.00%
Baseline_v2,DC-Sao-Paulo-BR,NK-JORDAN-RED-12,52.08%,60.00%,83.47%,23.31%,77.09%,30.59%
OP_Plan_2025,DC-Portland-OR,NK-ALPHAFLY-OGR-10,61.91%,52.10%,76.84%,32.50%,76.60%,36.40%
Consensus_v1,DC-Sao-Paulo-BR,NK-HUARACHE-BLU-11,62.24%,52.69%,79.48%,27.07%,78.48%,33.17%
OP_Plan_2025,DC-Johannesburg-ZA,NK-AIR-FORCE-NVY-13,54.91%,59.70%,87.35%,17.34%,78.64%,33.42%
OP_Plan_2025,DC-Tokyo-JP,NK-LEGGING-EPIC-WHT-M,80.12%,26.57%,78.10%,37.26%,70.50%,44.03%
Consensus_v2,DC-Johannesburg-ZA,NK-SHORT-DRI-GRY-XL,58.19%,53.18%,89.51%,18.80%,62.21%,55.27%
Baseline_v1,DC-Johannesburg-ZA,NK-TEE-PRO-WHT-S,76.77%,31.34%,75.26%,40.24%,79.19%,25.52%
Consensus_v2,DC-Johannesburg-ZA,NK-FREE-RN-GLD-8,53.26%,60.00%,81.83%,31.96%,69.43%,44.51%
Baseline_v1,DC-Portland-OR,NK-METCON-GLD-12,64.08%,60.00%,81.74%,29.61%,86.51%,18.35%
Consensus_v1,DC-Dubai-UAE,NK-VAPORFLY-NVY-12,64.81%,53.71%,91.20%,13.51%,62.81%,54.93%
OP_Plan_2025,DC-Tokyo-JP,NK-REACT-GRY-7,57.30%,59.37%,83.55%,25.55%,70.93%,46.55%
OP_Plan_2025,DC-Portland-OR,NK-CORTEZ-BLK-11,78.71%,37.08%,80.31%,33.70%,76.40%,38.49%
Consensus_v2,DC-Sao-Paulo-BR,NK-SHORT-DRI-BLK-XL,59.68%,60.00%,80.67%,33.59%,69.14%,42.09%
Consensus_v2,DC-Sao-Paulo-BR,NK-ALPHAFLY-BLK-9,54.80%,56.68%,87.51%,16.52%,86.25%,18.68%
Baseline_v2,DC-Dubai-UAE,NK-LEBRON-BLU-8,57.83%,60.00%,77.65%,38.44%,73.34%,32.70%
Baseline_v2,DC-Memphis-TN,NK-HUARACHE-GRY-11,56.39%,60.00%,77.64%,39.79%,62.21%,60.00%
Baseline_v1,DC-Portland-OR,NK-VAPORFLY-GRY-9,73.38%,32.62%,88.26%,18.22%,70.27%,45.56%
Consensus_v1,DC-Johannesburg-ZA,NK-BLAZER-GLD-8,51.24%,60.00%,79.10%,30.22%,71.04%,36.78%
OP_Plan_2025,DC-Johannesburg-ZA,NK-VAPORFLY-GRY-10,52.17%,60.00%,73.18%,47.55%,65.70%,55.74%
Baseline_v2,DC-Portland-OR,NK-REACT-GLD-13,54.18%,60.00%,75.28%,42.10%,81.01%,30.35%
Baseline_v1,DC-Dubai-UAE,NK-SHORT-DRI-BLK-M,70.34%,38.23%,72.30%,44.61%,62.50%,60.00%
Baseline_v2,DC-Memphis-TN,NK-LEBRON-RED-12,73.35%,34.61%,72.64%,46.53%,65.65%,59.50%
Consensus_v2,DC-Laakdal-BE,NK-AIR-FORCE-PPL-12,62.26%,60.00%,91.76%,11.88%,72.36%,35.98%
Consensus_v2,DC-Johannesburg-ZA,NK-ALPHAFLY-GRY-12,73.18%,35.16%,74.65%,37.07%,83.90%,25.08%
Baseline_v2,DC-Sao-Paulo-BR,NK-HOODIE-CLUB-RED-S,79.51%,33.83%,85.75%,23.94%,65.47%,43.73%
Baseline_v1,DC-Tokyo-JP,NK-DUNK-NVY-7,73.33%,38.72%,81.86%,30.02%,71.67%,38.15%
Baseline_v1,DC-Dubai-UAE,NK-ZOOM-PEGA-WHT-13,63.86%,60.00%,93.20%,11.97%,68.29%,53.24%
Consensus_v1,DC-Memphis-TN,NK-JACKET-WIND-NVY-XL,60.03%,57.09%,92.31%,12.50%,84.58%,22.05%
OP_Plan_2025,DC-Shanghai-CN,NK-ZOOM-PEGA-PPL-7,81.39%,26.31%,80.04%,27.70%,77.55%,32.81%
OP_Plan_2025,DC-Tokyo-JP,NK-FREE-RN-GRN-7,73.46%,36.14%,94.78%,7.65%,78.49%,27.45%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-LEBRON-OGR-10,76.87%,35.95%,75.39%,36.22%,84.91%,21.92%
Baseline_v1,DC-Portland-OR,NK-LEBRON-NVY-13,53.18%,60.00%,92.47%,12.86%,69.72%,50.71%
Baseline_v2,DC-Portland-OR,NK-ZOOM-PEGA-BLU-7,66.97%,53.59%,79.02%,36.82%,71.77%,46.72%
Consensus_v2,DC-Shanghai-CN,NK-JORDAN-NVY-12,71.90%,39.96%,87.98%,15.00%,77.46%,35.02%
OP_Plan_2025,DC-Johannesburg-ZA,NK-AIR-FORCE-OGR-9,63.64%,50.88%,75.00%,44.44%,78.51%,37.23%
Baseline_v1,DC-Johannesburg-ZA,NK-HUARACHE-BLK-12,67.73%,52.37%,74.69%,34.91%,86.95%,20.61%
Consensus_v2,DC-Johannesburg-ZA,NK-REACT-BLU-8,62.78%,60.00%,91.82%,10.67%,78.17%,26.52%
Consensus_v2,DC-Memphis-TN,NK-ZOOM-PEGA-PPL-7,60.22%,57.11%,82.81%,26.42%,65.71%,52.61%
Consensus_v1,DC-Shanghai-CN,NK-AIR-FORCE-NVY-12,77.44%,27.86%,72.74%,34.90%,79.85%,26.75%
Baseline_v1,DC-Sao-Paulo-BR,NK-CORTEZ-RED-12,75.07%,38.51%,84.43%,20.77%,72.59%,49.15%
Baseline_v2,DC-Dubai-UAE,NK-ALPHAFLY-RED-12,62.89%,52.18%,80.95%,29.23%,77.00%,29.89%
OP_Plan_2025,DC-Laakdal-BE,NK-REACT-BLK-9,54.37%,60.00%,88.63%,18.35%,87.17%,21.54%
Baseline_v2,DC-Dubai-UAE,NK-ALPHAFLY-NVY-13,60.36%,59.79%,74.57%,37.52%,80.12%,35.75%
OP_Plan_2025,DC-Shanghai-CN,NK-LEBRON-GRY-7,79.80%,28.63%,83.23%,25.18%,78.15%,26.26%
OP_Plan_2025,DC-Johannesburg-ZA,NK-AIR-MAX-PPL-7,77.35%,36.51%,86.44%,19.33%,65.67%,55.81%
Baseline_v1,DC-Portland-OR,NK-ALPHAFLY-RED-8,58.08%,60.00%,90.49%,15.47%,71.57%,39.87%
Consensus_v2,DC-Memphis-TN,NK-BLAZER-WHT-10,57.18%,60.00%,74.19%,32.82%,82.36%,24.87%
Baseline_v2,DC-Portland-OR,NK-CAP-LEGACY-RED,65.40%,50.87%,88.29%,19.91%,65.16%,58.74%
Consensus_v2,DC-Dubai-UAE,NK-ZOOM-PEGA-GRN-10,72.79%,46.41%,72.99%,34.39%,84.49%,23.87%
Baseline_v1,DC-Portland-OR,NK-AIR-FORCE-NVY-10,53.91%,60.00%,85.96%,21.61%,84.38%,26.44%
OP_Plan_2025,DC-Dubai-UAE,NK-LEBRON-GRN-12,50.13%,60.00%,92.00%,11.67%,83.02%,23.06%
OP_Plan_2025,DC-Memphis-TN,NK-JORDAN-WHT-13,78.94%,26.89%,83.97%,26.20%,71.52%,34.80%
Baseline_v2,DC-Sao-Paulo-BR,NK-AIR-FORCE-PPL-13,61.37%,60.00%,79.03%,31.40%,75.04%,30.30%
Baseline_v1,DC-Tokyo-JP,NK-REACT-NVY-10,80.77%,26.78%,79.71%,34.86%,75.66%,36.92%
Baseline_v1,DC-Laakdal-BE,NK-LEGGING-EPIC-GRY-M,58.24%,60.00%,89.45%,14.34%,65.93%,55.21%
OP_Plan_2025,DC-Laakdal-BE,NK-ZOOM-PEGA-OGR-9,55.35%,54.48%,90.53%,13.51%,82.51%,24.68%
Baseline_v2,DC-Johannesburg-ZA,NK-DUNK-WHT-13,56.96%,60.00%,91.68%,14.14%,82.77%,24.42%
Baseline_v2,DC-Sao-Paulo-BR,NK-FREE-RN-BLU-7,69.26%,47.46%,78.75%,35.95%,63.82%,60.00%
Baseline_v1,DC-Dubai-UAE,NK-KD-GRN-12,52.48%,60.00%,82.67%,25.47%,77.18%,31.24%
Consensus_v1,DC-Dubai-UAE,NK-VAPORFLY-GLD-8,53.93%,60.00%,91.70%,13.42%,81.97%,30.68%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-BLAZER-RED-9,76.07%,33.87%,74.30%,36.27%,72.48%,33.30%
Consensus_v2,DC-Shanghai-CN,NK-JORDAN-OGR-9,81.96%,25.67%,76.02%,41.57%,77.83%,39.25%
Consensus_v2,DC-Portland-OR,NK-AIR-FORCE-GRY-9,61.37%,59.67%,94.97%,7.94%,82.67%,28.92%
Baseline_v2,DC-Dubai-UAE,NK-CORTEZ-BLK-12,81.75%,26.24%,73.77%,31.92%,84.99%,24.75%
Baseline_v1,DC-Dubai-UAE,NK-LEBRON-BLK-12,55.26%,60.00%,79.12%,32.78%,75.89%,32.09%
Baseline_v2,DC-Portland-OR,NK-BLAZER-NVY-13,53.14%,60.00%,78.49%,36.30%,65.08%,57.75%
Consensus_v2,DC-Sao-Paulo-BR,NK-REACT-GLD-10,60.72%,58.08%,85.13%,24.74%,86.13%,18.82%
Baseline_v2,DC-Tokyo-JP,NK-METCON-WHT-12,67.82%,51.38%,94.31%,8.70%,74.17%,46.25%
Baseline_v2,DC-Johannesburg-ZA,NK-KD-RED-10,50.51%,60.00%,85.67%,17.79%,68.65%,41.32%
OP_Plan_2025,DC-Shanghai-CN,NK-ZOOM-PEGA-BLU-11,59.96%,50.95%,81.26%,23.34%,80.08%,26.92%
Consensus_v1,DC-Memphis-TN,NK-KD-BLU-11,73.84%,33.38%,85.16%,22.88%,72.67%,35.95%
OP_Plan_2025,DC-Dubai-UAE,NK-AIR-MAX-BLK-10,78.13%,37.19%,88.07%,20.78%,82.94%,23.29%
Baseline_v2,DC-Sao-Paulo-BR,NK-METCON-PPL-12,76.05%,31.11%,79.41%,30.11%,69.99%,53.74%
Baseline_v1,DC-Portland-OR,NK-ALPHAFLY-OGR-12,74.14%,40.07%,92.40%,12.39%,62.95%,54.00%
OP_Plan_2025,DC-Laakdal-BE,NK-AIR-MAX-GRY-8,72.22%,35.20%,90.63%,15.95%,85.65%,21.60%
Consensus_v1,DC-Tokyo-JP,NK-ALPHAFLY-OGR-12,78.58%,37.99%,86.71%,19.52%,79.22%,33.75%
OP_Plan_2025,DC-Memphis-TN,NK-LEBRON-GLD-11,59.79%,51.32%,74.54%,34.21%,67.75%,57.79%
Consensus_v2,DC-Portland-OR,NK-REACT-PPL-11,73.30%,42.72%,87.60%,17.09%,76.60%,38.11%
Consensus_v1,DC-Laakdal-BE,NK-HUARACHE-GLD-12,50.18%,60.00%,85.32%,21.41%,78.68%,36.05%
OP_Plan_2025,DC-Shanghai-CN,NK-JORDAN-OGR-10,62.64%,48.80%,92.06%,10.60%,74.40%,32.76%
Consensus_v2,DC-Johannesburg-ZA,NK-KD-PPL-12,53.37%,60.00%,74.64%,41.48%,63.35%,44.65%
Consensus_v2,DC-Dubai-UAE,NK-CORTEZ-GRY-10,74.21%,35.74%,77.53%,33.91%,76.81%,30.91%
Baseline_v2,DC-Dubai-UAE,NK-BLAZER-GRN-9,60.87%,60.00%,82.04%,30.07%,83.27%,23.00%
Baseline_v2,DC-Tokyo-JP,NK-REACT-OGR-8,68.84%,51.95%,89.75%,17.96%,75.86%,30.41%
Consensus_v2,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-WHT-9,81.43%,22.99%,72.28%,43.13%,85.06%,23.95%
Baseline_v2,DC-Tokyo-JP,NK-ZOOM-PEGA-BLK-12,78.18%,36.10%,79.23%,37.06%,69.49%,52.90%
OP_Plan_2025,DC-Portland-OR,NK-AIR-FORCE-GLD-8,79.14%,25.22%,84.24%,22.29%,82.60%,28.80%
Consensus_v1,DC-Portland-OR,NK-BLAZER-WHT-8,72.45%,44.91%,94.74%,8.21%,82.43%,28.75%
Baseline_v1,DC-Shanghai-CN,NK-REACT-GLD-12,63.65%,57.46%,86.36%,23.12%,86.36%,22.95%
Consensus_v2,DC-Shanghai-CN,NK-VAPORFLY-GRY-10,77.19%,40.49%,88.10%,14.32%,74.25%,32.73%
Consensus_v2,DC-Tokyo-JP,NK-REACT-BLK-12,65.97%,47.71%,81.15%,30.25%,63.45%,46.58%
OP_Plan_2025,DC-Shanghai-CN,NK-FREE-RN-NVY-13,71.22%,43.63%,83.05%,26.04%,83.26%,27.03%
OP_Plan_2025,DC-Johannesburg-ZA,NK-FREE-RN-PPL-7,77.41%,36.89%,88.80%,14.97%,64.65%,51.22%
OP_Plan_2025,DC-Dubai-UAE,NK-SPORTS-BRA-INDY-RED-S,57.83%,60.00%,93.04%,12.48%,84.73%,27.47%
Baseline_v2,DC-Laakdal-BE,NK-CORTEZ-BLK-11,64.41%,49.61%,79.32%,27.01%,64.66%,58.04%
Baseline_v2,DC-Tokyo-JP,NK-ALPHAFLY-PPL-7,55.94%,60.00%,85.01%,18.69%,66.23%,48.39%
