Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
Finished-Goods,FORECAST,SUP-Vietnam-HCM,Consensus_v1,Make,Replenishment,ORD-2025-000803,DC-Laakdal-BE,2025-W36,NK-ALPHAFLY-BLU-9,4113,547,4660,4741,3269
Finished-Goods,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Buy,Make-to-Order,ORD-2025-000804,DC-Portland-OR,2025-W44,NK-AIR-FORCE-GRN-11,2568,735,3303,3252,2623
Packaging,FORECAST,SUP-China-GZH,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000805,DC-Dubai-UAE,2025-W32,NK-VAPORFLY-OGR-12,949,80,1029,1050,543
Raw-Material,FORECAST,SUP-China-SHH,Consensus_v1,Transfer,Replenishment,ORD-2025-000806,DC-Memphis-TN,2025-W45,NK-CORTEZ-GRN-11,2999,348,3347,3472,1827
WIP,FIRM,SUP-India-CHN,Baseline_v2,Make,Seasonal-Build,ORD-2025-000807,DC-Tokyo-JP,2025-W37,NK-AIR-MAX-BLK-12,318,1305,1623,1628,1313
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Transfer,Replenishment,ORD-2025-000808,DC-Shanghai-CN,2025-W17,NK-ZOOM-PEGA-BLU-13,1514,103,1617,1610,1080
Finished-Goods,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Buy,Make-to-Stock,ORD-2025-000809,DC-Memphis-TN,2025-W07,NK-DUNK-NVY-9,503,1525,2028,1966,1332
Finished-Goods,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000810,DC-Laakdal-BE,2025-W21,NK-ZOOM-PEGA-BLU-8,1253,228,1481,1543,1068
Finished-Goods,FORECAST,SUP-Mexico-MTY,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000811,DC-Shanghai-CN,2025-W48,NK-CORTEZ-GLD-8,3290,896,4186,4270,2569
Packaging,FIRM,SUP-India-CHN,Consensus_v2,Buy,Make-to-Order,ORD-2025-000812,DC-Memphis-TN,2025-W14,NK-REACT-GLD-11,458,2516,2974,2895,1832
Finished-Goods,FORECAST,SUP-Cambodia-PNH,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000813,DC-Portland-OR,2025-W31,NK-KD-GLD-8,2524,254,2778,2877,1696
WIP,FORECAST,SUP-India-CHN,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000814,DC-Tokyo-JP,2025-W23,NK-DUNK-WHT-8,249,57,306,315,262
WIP,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Make,Seasonal-Build,ORD-2025-000815,DC-Memphis-TN,2025-W47,NK-BLAZER-PPL-11,2778,796,3574,3723,2923
Packaging,FIRM,SUP-Mexico-MTY,OP_Plan_2025,Transfer,Safety-Stock-Build,ORD-2025-000816,DC-Johannesburg-ZA,2025-W47,NK-HUARACHE-BLK-8,1022,2679,3701,3746,1880
Semi-Finished,FIRM,SUP-Mexico-MTY,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000817,DC-Dubai-UAE,2025-W48,NK-METCON-PPL-13,1031,3324,4355,4228,2223
Packaging,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Buy,Make-to-Order,ORD-2025-000818,DC-Sao-Paulo-BR,2025-W17,NK-REACT-BLU-9,3594,408,4002,3817,2693
Semi-Finished,FIRM,SUP-China-SHH,Consensus_v1,Make,Seasonal-Build,ORD-2025-000819,DC-Memphis-TN,2025-W28,NK-DUNK-BLU-7,230,1107,1337,1299,765
WIP,FIRM,SUP-China-GZH,Baseline_v1,Transfer,Replenishment,ORD-2025-000820,DC-Portland-OR,2025-W14,NK-CORTEZ-GLD-7,591,4388,4979,5194,3257
Raw-Material,FIRM,SUP-China-SHH,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000821,DC-Memphis-TN,2025-W12,NK-ALPHAFLY-GLD-12,568,2122,2690,2649,1759
Raw-Material,FIRM,SUP-China-SHH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000822,DC-Tokyo-JP,2025-W15,NK-JORDAN-PPL-9,1229,3951,5180,5255,4148
Finished-Goods,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Replenishment,ORD-2025-000823,DC-Sao-Paulo-BR,2025-W02,NK-REACT-WHT-7,2260,347,2607,2638,2141
Raw-Material,FIRM,SUP-Bangladesh-DAC,OP_Plan_2025,Make,Replenishment,ORD-2025-000824,DC-Portland-OR,2025-W43,NK-JORDAN-GRY-10,565,1486,2051,2100,1087
Semi-Finished,FIRM,SUP-Indonesia-JKT,Baseline_v2,Make,Make-to-Order,ORD-2025-000825,DC-Portland-OR,2025-W38,NK-JORDAN-WHT-11,505,1481,1986,1977,1519
Packaging,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000826,DC-Sao-Paulo-BR,2025-W41,NK-VAPORFLY-NVY-12,522,3057,3579,3467,2837
Packaging,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000827,DC-Memphis-TN,2025-W17,NK-METCON-BLU-11,2304,233,2537,2587,1516
Finished-Goods,FIRM,SUP-India-CHN,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000828,DC-Laakdal-BE,2025-W14,NK-JORDAN-WHT-10,204,873,1077,1053,700
Semi-Finished,FIRM,SUP-Cambodia-PNH,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000829,DC-Laakdal-BE,2025-W38,NK-VAPORFLY-GRN-7,1545,4421,5966,6078,3666
Raw-Material,FORECAST,SUP-India-CHN,Consensus_v1,Buy,Seasonal-Build,ORD-2025-000830,DC-Sao-Paulo-BR,2025-W29,NK-HUARACHE-WHT-12,3534,354,3888,3729,2527
Raw-Material,FORECAST,SUP-India-CHN,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000831,DC-Laakdal-BE,2025-W02,NK-FREE-RN-RED-11,2244,639,2883,2940,2418
Packaging,FORECAST,SUP-China-GZH,Baseline_v1,Make,Seasonal-Build,ORD-2025-000832,DC-Laakdal-BE,2025-W19,NK-VAPORFLY-OGR-8,3808,533,4341,4175,2169
WIP,FORECAST,SUP-Cambodia-PNH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000833,DC-Portland-OR,2025-W04,NK-VAPORFLY-WHT-7,1710,169,1879,1894,1575
Raw-Material,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Replenishment,ORD-2025-000834,DC-Tokyo-JP,2025-W47,NK-REACT-GLD-12,2306,400,2706,2651,1680
Semi-Finished,FIRM,SUP-China-SHH,Consensus_v2,Transfer,Replenishment,ORD-2025-000835,DC-Tokyo-JP,2025-W14,NK-BLAZER-OGR-7,581,3529,4110,4069,2328
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v2,Buy,Seasonal-Build,ORD-2025-000836,DC-Laakdal-BE,2025-W36,NK-LEBRON-OGR-9,3386,652,4038,3924,2851
Semi-Finished,FIRM,SUP-Indonesia-JKT,Consensus_v2,Buy,Make-to-Order,ORD-2025-000837,DC-Dubai-UAE,2025-W16,NK-METCON-RED-7,786,3073,3859,3941,2985
WIP,FIRM,SUP-India-CHN,Baseline_v1,Transfer,Replenishment,ORD-2025-000838,DC-Dubai-UAE,2025-W08,NK-KD-WHT-8,1121,2909,4030,4129,2938
Packaging,FORECAST,SUP-India-CHN,Baseline_v2,Make,Replenishment,ORD-2025-000839,DC-Memphis-TN,2025-W44,NK-ZOOM-PEGA-PPL-11,2974,403,3377,3425,2828
Finished-Goods,FIRM,SUP-China-GZH,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000840,DC-Sao-Paulo-BR,2025-W02,NK-ZOOM-PEGA-RED-10,519,1061,1580,1532,1074
WIP,FIRM,SUP-Indonesia-JKT,Baseline_v1,Buy,Replenishment,ORD-2025-000841,DC-Johannesburg-ZA,2025-W19,NK-LEBRON-OGR-9,1123,2724,3847,3724,2860
Packaging,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000842,DC-Shanghai-CN,2025-W50,NK-VAPORFLY-BLU-10,2306,692,2998,3032,1903
Raw-Material,FORECAST,SUP-Mexico-MTY,OP_Plan_2025,Buy,Safety-Stock-Build,ORD-2025-000843,DC-Dubai-UAE,2025-W01,NK-AIR-FORCE-NVY-9,2480,187,2667,2554,1959
Finished-Goods,FORECAST,SUP-China-SHH,Baseline_v1,Make,Replenishment,ORD-2025-000844,DC-Sao-Paulo-BR,2025-W07,NK-CORTEZ-GRY-9,1986,516,2502,2426,1324
Semi-Finished,FIRM,SUP-Cambodia-PNH,Consensus_v2,Buy,Replenishment,ORD-2025-000845,DC-Memphis-TN,2025-W04,NK-FREE-RN-PPL-10,156,1178,1334,1278,770
Packaging,FIRM,SUP-China-GZH,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000846,DC-Portland-OR,2025-W16,NK-ALPHAFLY-RED-10,877,2726,3603,3494,2351
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Make,Replenishment,ORD-2025-000847,DC-Sao-Paulo-BR,2025-W46,NK-CORTEZ-NVY-8,1693,495,2188,2296,1243
Packaging,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Make,Make-to-Order,ORD-2025-000848,DC-Tokyo-JP,2025-W12,NK-BLAZER-OGR-7,3060,850,3910,3958,1988
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000849,DC-Memphis-TN,2025-W39,NK-DUNK-RED-7,2163,164,2327,2287,1267
Finished-Goods,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000850,DC-Shanghai-CN,2025-W11,NK-AIR-FORCE-GLD-13,1460,102,1562,1603,916
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Transfer,Seasonal-Build,ORD-2025-000851,DC-Shanghai-CN,2025-W14,NK-LEBRON-PPL-10,1834,363,2197,2292,1190
Finished-Goods,FORECAST,SUP-India-CHN,OP_Plan_2025,Buy,Replenishment,ORD-2025-000852,DC-Shanghai-CN,2025-W32,NK-BLAZER-BLK-9,3577,791,4368,4400,2539
WIP,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Make,Make-to-Order,ORD-2025-000853,DC-Dubai-UAE,2025-W22,NK-KD-NVY-11,3956,804,4760,4698,2379
Semi-Finished,FIRM,SUP-Vietnam-HCM,Baseline_v2,Transfer,Replenishment,ORD-2025-000854,DC-Johannesburg-ZA,2025-W28,NK-CORTEZ-OGR-11,57,258,315,326,232
Packaging,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Make,Make-to-Stock,ORD-2025-000855,DC-Tokyo-JP,2025-W16,NK-VAPORFLY-OGR-13,3849,962,4811,4620,2677
Semi-Finished,FORECAST,SUP-China-SHH,Baseline_v2,Make,Make-to-Order,ORD-2025-000856,DC-Portland-OR,2025-W47,NK-KD-PPL-10,3540,285,3825,3886,2336
Packaging,FIRM,SUP-China-GZH,OP_Plan_2025,Make,Make-to-Stock,ORD-2025-000857,DC-Laakdal-BE,2025-W06,NK-HUARACHE-PPL-13,284,735,1019,1045,766
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Transfer,Make-to-Order,ORD-2025-000858,DC-Sao-Paulo-BR,2025-W39,NK-ALPHAFLY-RED-7,2249,562,2811,2881,1577
Packaging,FIRM,SUP-Cambodia-PNH,Consensus_v2,Make,Make-to-Stock,ORD-2025-000859,DC-Laakdal-BE,2025-W48,NK-ZOOM-PEGA-BLU-11,853,2168,3021,3061,1909
Raw-Material,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000860,DC-Portland-OR,2025-W17,NK-AIR-MAX-GRN-13,488,1058,1546,1538,944
Semi-Finished,FORECAST,SUP-Mexico-MTY,Consensus_v1,Transfer,Replenishment,ORD-2025-000861,DC-Sao-Paulo-BR,2025-W46,NK-VAPORFLY-OGR-11,3764,614,4378,4322,2664
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Transfer,Replenishment,ORD-2025-000862,DC-Johannesburg-ZA,2025-W38,NK-LEBRON-BLU-12,3580,779,4359,4458,3676
Raw-Material,FIRM,SUP-China-GZH,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000863,DC-Laakdal-BE,2025-W22,NK-AIR-MAX-OGR-10,155,1005,1160,1207,606
Packaging,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000864,DC-Portland-OR,2025-W44,NK-CORTEZ-WHT-9,2974,749,3723,3614,2200
Packaging,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Seasonal-Build,ORD-2025-000865,DC-Sao-Paulo-BR,2025-W37,NK-JORDAN-GLD-10,3079,672,3751,3563,2725
Finished-Goods,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Transfer,Seasonal-Build,ORD-2025-000866,DC-Memphis-TN,2025-W08,NK-JORDAN-GLD-11,2253,347,2600,2606,1591
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000867,DC-Dubai-UAE,2025-W51,NK-AIR-MAX-WHT-9,1228,308,1536,1597,1255
Packaging,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Make,Safety-Stock-Build,ORD-2025-000868,DC-Laakdal-BE,2025-W17,NK-VAPORFLY-BLU-11,2596,536,3132,3260,1654
Finished-Goods,FIRM,SUP-China-SHH,Baseline_v1,Make,Safety-Stock-Build,ORD-2025-000869,DC-Sao-Paulo-BR,2025-W34,NK-ALPHAFLY-BLK-9,834,3655,4489,4529,3407
Finished-Goods,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Buy,Replenishment,ORD-2025-000870,DC-Dubai-UAE,2025-W23,NK-AIR-MAX-GLD-10,590,2521,3111,3114,1905
Packaging,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Replenishment,ORD-2025-000871,DC-Sao-Paulo-BR,2025-W47,NK-HUARACHE-RED-8,502,54,556,562,299
Finished-Goods,FIRM,SUP-Cambodia-PNH,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000872,DC-Shanghai-CN,2025-W04,NK-LEBRON-WHT-13,1103,2758,3861,3835,2186
Semi-Finished,FIRM,SUP-China-SHH,OP_Plan_2025,Buy,Safety-Stock-Build,ORD-2025-000873,DC-Dubai-UAE,2025-W32,NK-HUARACHE-GRN-13,790,2624,3414,3254,2161
Packaging,FORECAST,SUP-Mexico-MTY,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000874,DC-Dubai-UAE,2025-W16,NK-VAPORFLY-RED-12,3639,942,4581,4433,2957
WIP,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000875,DC-Memphis-TN,2025-W08,NK-CORTEZ-GRN-7,3669,675,4344,4332,2759
Raw-Material,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000876,DC-Laakdal-BE,2025-W48,NK-REACT-GRN-9,695,132,827,800,418
Finished-Goods,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000877,DC-Johannesburg-ZA,2025-W01,NK-HUARACHE-NVY-10,448,1623,2071,2143,1727
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Transfer,Replenishment,ORD-2025-000878,DC-Johannesburg-ZA,2025-W52,NK-AIR-MAX-BLU-11,1151,304,1455,1493,851
Finished-Goods,FIRM,SUP-Bangladesh-DAC,Baseline_v2,Make,Seasonal-Build,ORD-2025-000879,DC-Dubai-UAE,2025-W23,NK-ZOOM-PEGA-GRN-13,167,1003,1170,1114,802
Semi-Finished,FORECAST,SUP-India-CHN,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000880,DC-Portland-OR,2025-W49,NK-ZOOM-PEGA-GRY-9,806,190,996,974,568
Packaging,FIRM,SUP-India-CHN,Consensus_v2,Transfer,Seasonal-Build,ORD-2025-000881,DC-Memphis-TN,2025-W01,NK-BLAZER-BLU-11,265,1132,1397,1447,963
Raw-Material,FIRM,SUP-India-CHN,Consensus_v1,Buy,Make-to-Stock,ORD-2025-000882,DC-Johannesburg-ZA,2025-W02,NK-JORDAN-BLK-10,739,1929,2668,2670,1456
WIP,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Buy,Safety-Stock-Build,ORD-2025-000883,DC-Tokyo-JP,2025-W07,NK-DUNK-WHT-8,3538,939,4477,4358,3543
Raw-Material,FORECAST,SUP-China-SHH,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000884,DC-Laakdal-BE,2025-W05,NK-LEBRON-GRY-12,3581,1013,4594,4580,2927
Packaging,FIRM,SUP-Mexico-MTY,Baseline_v2,Make,Make-to-Stock,ORD-2025-000885,DC-Memphis-TN,2025-W20,NK-KD-WHT-8,1183,3562,4745,4901,3068
WIP,FORECAST,SUP-India-CHN,Consensus_v2,Make,Make-to-Order,ORD-2025-000886,DC-Tokyo-JP,2025-W35,NK-AIR-MAX-GRN-10,872,237,1109,1060,773
Raw-Material,FIRM,SUP-Indonesia-JKT,OP_Plan_2025,Make,Make-to-Stock,ORD-2025-000887,DC-Memphis-TN,2025-W51,NK-METCON-GRN-13,423,1171,1594,1558,979
WIP,FORECAST,SUP-Mexico-MTY,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000888,DC-Sao-Paulo-BR,2025-W13,NK-ALPHAFLY-GLD-11,1358,413,1771,1851,960
Finished-Goods,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000889,DC-Tokyo-JP,2025-W18,NK-REACT-OGR-12,1286,190,1476,1545,804
Packaging,FORECAST,SUP-China-SHH,Baseline_v2,Make,Make-to-Stock,ORD-2025-000890,DC-Dubai-UAE,2025-W36,NK-AIR-MAX-BLK-8,1437,221,1658,1599,1312
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000891,DC-Shanghai-CN,2025-W25,NK-FREE-RN-BLU-11,3301,419,3720,3717,2549
WIP,FORECAST,SUP-Mexico-MTY,Baseline_v1,Buy,Make-to-Order,ORD-2025-000892,DC-Portland-OR,2025-W28,NK-FREE-RN-BLK-8,1761,140,1901,1973,1599
Packaging,FIRM,SUP-China-GZH,Consensus_v1,Transfer,Replenishment,ORD-2025-000893,DC-Dubai-UAE,2025-W02,NK-CORTEZ-BLU-7,1397,2777,4174,4196,2366
Semi-Finished,FIRM,SUP-India-CHN,OP_Plan_2025,Transfer,Seasonal-Build,ORD-2025-000894,DC-Sao-Paulo-BR,2025-W09,NK-FREE-RN-RED-9,897,3505,4402,4334,2196
Packaging,FORECAST,SUP-Vietnam-HCM,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000895,DC-Memphis-TN,2025-W11,NK-METCON-GRN-13,1500,233,1733,1754,1053
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Make-to-Order,ORD-2025-000896,DC-Shanghai-CN,2025-W26,NK-ALPHAFLY-BLK-12,2297,170,2467,2557,1782
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000897,DC-Sao-Paulo-BR,2025-W50,NK-KD-BLK-10,2421,252,2673,2700,1659
WIP,FIRM,SUP-Cambodia-PNH,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000898,DC-Sao-Paulo-BR,2025-W16,NK-JORDAN-GRN-13,1195,4021,5216,5471,3999
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Make,Make-to-Order,ORD-2025-000899,DC-Shanghai-CN,2025-W23,NK-KD-OGR-8,3449,1050,4499,4596,2932
Semi-Finished,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Seasonal-Build,ORD-2025-000900,DC-Portland-OR,2025-W08,NK-AIR-FORCE-GRN-9,1422,191,1613,1555,1093
Raw-Material,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Replenishment,ORD-2025-000901,DC-Dubai-UAE,2025-W26,NK-AIR-FORCE-RED-11,374,1489,1863,1918,1310
Semi-Finished,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000902,DC-Johannesburg-ZA,2025-W42,NK-KD-OGR-12,4318,945,5263,5132,3310
WIP,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Make,Seasonal-Build,ORD-2025-000903,DC-Dubai-UAE,2025-W40,NK-AIR-FORCE-BLK-9,1311,173,1484,1444,791
Semi-Finished,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000904,DC-Memphis-TN,2025-W49,NK-VAPORFLY-NVY-12,107,248,355,348,270
WIP,FORECAST,SUP-Bangladesh-DAC,Consensus_v2,Transfer,Seasonal-Build,ORD-2025-000905,DC-Johannesburg-ZA,2025-W30,NK-FREE-RN-GRY-9,2208,447,2655,2718,2030
Raw-Material,FORECAST,SUP-China-SHH,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000906,DC-Tokyo-JP,2025-W17,NK-LEBRON-WHT-13,2159,450,2609,2489,1744
Raw-Material,FORECAST,SUP-China-GZH,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000907,DC-Dubai-UAE,2025-W19,NK-ALPHAFLY-PPL-11,3154,888,4042,3908,2379
WIP,FORECAST,SUP-Bangladesh-DAC,Baseline_v2,Buy,Safety-Stock-Build,ORD-2025-000908,DC-Sao-Paulo-BR,2025-W32,NK-HUARACHE-NVY-9,1845,351,2196,2250,1526
Finished-Goods,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000909,DC-Memphis-TN,2025-W14,NK-FREE-RN-GRN-11,757,3228,3985,3804,2840
Packaging,FIRM,SUP-Cambodia-PNH,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000910,DC-Memphis-TN,2025-W17,NK-ZOOM-PEGA-BLK-12,271,918,1189,1207,965
WIP,FIRM,SUP-India-CHN,Consensus_v1,Make,Make-to-Stock,ORD-2025-000911,DC-Portland-OR,2025-W06,NK-FREE-RN-WHT-13,168,489,657,633,488
Raw-Material,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Make-to-Order,ORD-2025-000912,DC-Sao-Paulo-BR,2025-W32,NK-AIR-FORCE-RED-10,2173,486,2659,2652,1505
WIP,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Replenishment,ORD-2025-000913,DC-Shanghai-CN,2025-W52,NK-ALPHAFLY-GRY-9,4046,874,4920,4937,3767
Packaging,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Buy,Safety-Stock-Build,ORD-2025-000914,DC-Memphis-TN,2025-W46,NK-ZOOM-PEGA-PPL-12,3448,338,3786,3732,2245
WIP,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Transfer,Replenishment,ORD-2025-000915,DC-Portland-OR,2025-W50,NK-BLAZER-PPL-12,1032,155,1187,1241,813
Finished-Goods,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Buy,Replenishment,ORD-2025-000916,DC-Memphis-TN,2025-W39,NK-BLAZER-BLK-7,1155,222,1377,1402,931
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Baseline_v2,Make,Make-to-Order,ORD-2025-000917,DC-Portland-OR,2025-W14,NK-REACT-NVY-7,2031,439,2470,2480,1478
Finished-Goods,FORECAST,SUP-China-GZH,OP_Plan_2025,Buy,Safety-Stock-Build,ORD-2025-000918,DC-Sao-Paulo-BR,2025-W43,NK-VAPORFLY-BLK-13,1786,401,2187,2092,1348
Semi-Finished,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Buy,Make-to-Order,ORD-2025-000919,DC-Dubai-UAE,2025-W08,NK-KD-WHT-10,3370,586,3956,3994,2017
Semi-Finished,FORECAST,SUP-India-CHN,Consensus_v2,Transfer,Safety-Stock-Build,ORD-2025-000920,DC-Dubai-UAE,2025-W25,NK-METCON-RED-13,1273,417,1690,1627,941
Raw-Material,FIRM,SUP-China-GZH,Baseline_v1,Make,Replenishment,ORD-2025-000921,DC-Portland-OR,2025-W38,NK-HUARACHE-GRN-7,803,1608,2411,2313,1633
Raw-Material,FORECAST,SUP-Bangladesh-DAC,Baseline_v2,Buy,Make-to-Order,ORD-2025-000922,DC-Tokyo-JP,2025-W20,NK-JORDAN-RED-9,3928,279,4207,4078,2054
Finished-Goods,FORECAST,SUP-Mexico-MTY,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000923,DC-Sao-Paulo-BR,2025-W43,NK-VAPORFLY-GRN-8,1761,260,2021,1955,1411
WIP,FORECAST,SUP-China-SHH,Baseline_v1,Make,Seasonal-Build,ORD-2025-000924,DC-Johannesburg-ZA,2025-W19,NK-AIR-MAX-OGR-13,1958,519,2477,2475,1578
Packaging,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Make-to-Order,ORD-2025-000925,DC-Tokyo-JP,2025-W46,NK-ALPHAFLY-GLD-12,832,158,990,1012,619
WIP,FIRM,SUP-China-SHH,Baseline_v1,Buy,Seasonal-Build,ORD-2025-000926,DC-Portland-OR,2025-W06,NK-CORTEZ-GLD-10,728,2387,3115,3178,1841
Semi-Finished,FIRM,SUP-Mexico-MTY,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000927,DC-Memphis-TN,2025-W46,NK-AIR-MAX-GLD-9,1463,3868,5331,5065,4108
Finished-Goods,FIRM,SUP-China-SHH,Consensus_v1,Buy,Make-to-Order,ORD-2025-000928,DC-Dubai-UAE,2025-W29,NK-VAPORFLY-PPL-8,477,1832,2309,2348,1693
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Buy,Replenishment,ORD-2025-000929,DC-Memphis-TN,2025-W47,NK-VAPORFLY-BLU-13,676,70,746,739,459
WIP,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Transfer,Replenishment,ORD-2025-000930,DC-Dubai-UAE,2025-W37,NK-ALPHAFLY-OGR-13,409,42,451,452,348
WIP,FORECAST,SUP-China-SHH,Consensus_v2,Make,Make-to-Stock,ORD-2025-000931,DC-Johannesburg-ZA,2025-W26,NK-LEBRON-WHT-8,847,184,1031,1048,573
WIP,FORECAST,SUP-India-CHN,OP_Plan_2025,Make,Make-to-Stock,ORD-2025-000932,DC-Sao-Paulo-BR,2025-W07,NK-DUNK-BLK-11,1423,160,1583,1657,944
Raw-Material,FIRM,SUP-Indonesia-JKT,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000933,DC-Tokyo-JP,2025-W41,NK-LEBRON-PPL-8,490,1808,2298,2309,1233
WIP,FIRM,SUP-Mexico-MTY,Baseline_v2,Buy,Safety-Stock-Build,ORD-2025-000934,DC-Portland-OR,2025-W17,NK-AIR-FORCE-GRY-11,297,1700,1997,2049,1390
Raw-Material,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000935,DC-Memphis-TN,2025-W10,NK-HUARACHE-BLK-8,1003,103,1106,1144,761
Semi-Finished,FIRM,SUP-China-GZH,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000936,DC-Johannesburg-ZA,2025-W35,NK-BLAZER-GLD-10,294,1853,2147,2239,1413
